schema,entity,description,croissance,partitionnement,indexation_minimale,audit
discovery,WMIObservation,Entité logique WMIObservation du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,WinRMObservation,Entité logique WinRMObservation du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,LLDPNeighbor,Entité logique LLDPNeighbor du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,CDPNeighbor,Entité logique CDPNeighbor du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,ARPEntry,Entité logique ARPEntry du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,MACTableEntry,Entité logique MACTableEntry du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,NetFlowRecord,Entité logique NetFlowRecord du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,SFlowRecord,Entité logique SFlowRecord du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,IPFIXRecord,Entité logique IPFIXRecord du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,VMwareObject,Entité logique VMwareObject du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,ProxmoxObject,Entité logique ProxmoxObject du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,HyperVObject,Entité logique HyperVObject du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,KubernetesObject,Entité logique KubernetesObject du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,CloudResource,Entité logique CloudResource du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,CertificateObservation,Entité logique CertificateObservation du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,ServiceFingerprint,Entité logique ServiceFingerprint du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,PortFingerprint,Entité logique PortFingerprint du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,ProcessObservation,Entité logique ProcessObservation du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,SoftwareObservation,Entité logique SoftwareObservation du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,ReconciliationCandidate,Entité logique ReconciliationCandidate du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
discovery,DiscoveryProof,Entité logique DiscoveryProof du domaine discovery.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,Application,Entité logique Application du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,BusinessService,Entité logique BusinessService du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,TechnicalService,Entité logique TechnicalService du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,ServiceInstance,Entité logique ServiceInstance du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,Endpoint,Entité logique Endpoint du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,Flow,Entité logique Flow du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,FlowObservation,Entité logique FlowObservation du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,DependencyNode,Entité logique DependencyNode du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,DependencyEdge,Entité logique DependencyEdge du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,GraphSnapshot,Entité logique GraphSnapshot du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,ImpactAnalysis,Entité logique ImpactAnalysis du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,SPOF,Entité logique SPOF du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,RedundancyGroup,Entité logique RedundancyGroup du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,TrafficMatrix,Entité logique TrafficMatrix du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,ServiceMap,Entité logique ServiceMap du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,ApplicationComponent,Entité logique ApplicationComponent du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,DatabaseDependency,Entité logique DatabaseDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,QueueDependency,Entité logique QueueDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,APIConsumer,Entité logique APIConsumer du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,APIProvider,Entité logique APIProvider du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,IngressRule,Entité logique IngressRule du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,LoadBalancerDependency,Entité logique LoadBalancerDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,FirewallRuleDependency,Entité logique FirewallRuleDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,StorageDependency,Entité logique StorageDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,PowerDependency,Entité logique PowerDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,NetworkDependency,Entité logique NetworkDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,CertificateDependency,Entité logique CertificateDependency du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,GraphTraversal,Entité logique GraphTraversal du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
dependency,GraphPolicy,Entité logique GraphPolicy du domaine dependency.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,PurchaseOrder,Entité logique PurchaseOrder du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,AssetReception,Entité logique AssetReception du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,StockLocation,Entité logique StockLocation du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,StockMovement,Entité logique StockMovement du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,SparePart,Entité logique SparePart du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,Warranty,Entité logique Warranty du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,MaintenanceContract,Entité logique MaintenanceContract du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,SupportContract,Entité logique SupportContract du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,Supplier,Entité logique Supplier du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,CostCenter,Entité logique CostCenter du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,CostAllocation,Entité logique CostAllocation du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,DepreciationRule,Entité logique DepreciationRule du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,DepreciationSchedule,Entité logique DepreciationSchedule du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,License,Entité logique License du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,LicenseMetric,Entité logique LicenseMetric du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,LicenseEntitlement,Entité logique LicenseEntitlement du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,LicenseAssignment,Entité logique LicenseAssignment du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,SoftwareProduct,Entité logique SoftwareProduct du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,SoftwareVersion,Entité logique SoftwareVersion du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,SoftwareInstallation,Entité logique SoftwareInstallation du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,ComplianceFinding,Entité logique ComplianceFinding du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,EndOfLifePolicy,Entité logique EndOfLifePolicy du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,DisposalRecord,Entité logique DisposalRecord du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,DestructionCertificate,Entité logique DestructionCertificate du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,RMA,Entité logique RMA du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
itam,MaintenanceWindow,Entité logique MaintenanceWindow du domaine itam.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,AuthProvider,Entité logique AuthProvider du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,OIDCProvider,Entité logique OIDCProvider du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,SAMLProvider,Entité logique SAMLProvider du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,LDAPProvider,Entité logique LDAPProvider du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,MFAPolicy,Entité logique MFAPolicy du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,Session,Entité logique Session du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,AccessDecision,Entité logique AccessDecision du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,AuditEvent,Entité logique AuditEvent du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,ImmutableAuditAnchor,Entité logique ImmutableAuditAnchor du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,EncryptionKey,Entité logique EncryptionKey du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,KeyRotation,Entité logique KeyRotation du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,SecretReference,Entité logique SecretReference du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,VaultMount,Entité logique VaultMount du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,DataClassification,Entité logique DataClassification du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,TenantBoundary,Entité logique TenantBoundary du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,ABACAttribute,Entité logique ABACAttribute du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,SecurityFinding,Entité logique SecurityFinding du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,Vulnerability,Entité logique Vulnerability du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,CVEEnrichment,Entité logique CVEEnrichment du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,Certificate,Entité logique Certificate du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,CertificateChain,Entité logique CertificateChain du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,CSR,Entité logique CSR du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,TrustStore,Entité logique TrustStore du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,PolicyException,Entité logique PolicyException du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
security,PrivilegedAction,Entité logique PrivilegedAction du domaine security.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,Deployment,Entité logique Deployment du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,KubernetesCluster,Entité logique KubernetesCluster du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,Namespace,Entité logique Namespace du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,HelmRelease,Entité logique HelmRelease du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,DockerComposeStack,Entité logique DockerComposeStack du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,BackupPolicy,Entité logique BackupPolicy du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,BackupRun,Entité logique BackupRun du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,RestoreRun,Entité logique RestoreRun du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,PITRPoint,Entité logique PITRPoint du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,FailoverEvent,Entité logique FailoverEvent du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,Runbook,Entité logique Runbook du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,AlertRule,Entité logique AlertRule du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,MetricDefinition,Entité logique MetricDefinition du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,Dashboard,Entité logique Dashboard du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,SLO,Entité logique SLO du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,SLAExternalReference,Entité logique SLAExternalReference du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,MaintenanceTask,Entité logique MaintenanceTask du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,PartitionMaintenance,Entité logique PartitionMaintenance du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,ArchivePolicy,Entité logique ArchivePolicy du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,RetentionPolicy,Entité logique RetentionPolicy du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,ColdStorageObject,Entité logique ColdStorageObject du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,ReportingReplica,Entité logique ReportingReplica du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,MaterializedViewRefresh,Entité logique MaterializedViewRefresh du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,QueryPlanBaseline,Entité logique QueryPlanBaseline du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,PerformanceBenchmark,Entité logique PerformanceBenchmark du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ops,ChaosExperiment,Entité logique ChaosExperiment du domaine ops.,massive,obligatoire si massive; temps/tenant/hash selon usage,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,AnomalyFinding,Entité logique AnomalyFinding du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,CapacityRecommendation,Entité logique CapacityRecommendation du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,PlacementSuggestion,Entité logique PlacementSuggestion du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,PrefixOptimization,Entité logique PrefixOptimization du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,SaturationPrediction,Entité logique SaturationPrediction du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,NaturalLanguageQuery,Entité logique NaturalLanguageQuery du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,RAGDocument,Entité logique RAGDocument du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,RAGChunk,Entité logique RAGChunk du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,RAGCitation,Entité logique RAGCitation du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,AIModelPolicy,Entité logique AIModelPolicy du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,AISuggestion,Entité logique AISuggestion du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,HumanValidation,Entité logique HumanValidation du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,AutomationRule,Entité logique AutomationRule du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,WorkflowDefinition,Entité logique WorkflowDefinition du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,WorkflowRun,Entité logique WorkflowRun du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,ApprovalStep,Entité logique ApprovalStep du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,NotificationRule,Entité logique NotificationRule du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
ai,RemediationPlan,Entité logique RemediationPlan du domaine ai.,standard,non systématique; selon volumétrie,"tenant_id, id, updated_at; index métier selon requêtes API",oui pour opération critique
GOV,data_domain,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,authoritative_source,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,attribute_authority_rule,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,data_owner,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,technical_steward,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,trust_score,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,freshness_policy,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,certification_campaign,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,certification_decision,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
GOV,governance_exception,"Entité du module Gouvernance de la donnée et sources autoritatives utilisée pour Garantir que la RSOT (Ressource Source of Truth) reste fiable, certifiée, gouvernée et exploitable contractuellement, même lorsque plusie.",GOV,GOV,GOV,GOV
