id,volume,domain,type,priority,requirement,rationale,verification,acceptance
REQ-00127,V05,DCIM,Fonctionnelle,N1,"Le périmètre Plans 2D/3D du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Plans 2D/3D fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Plans 2D/3D, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00128,V05,DCIM,Audit,N2,"Le domaine Plans 2D/3D doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00129,V05,DCIM,Performance,N2,Le domaine Plans 2D/3D doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00130,V05,DCIM,Fonctionnelle,N1,"Le périmètre Coordonnées ligne/colonne/X/Y/Z du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Coordonnées ligne/colonne/X/Y/Z fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Coordonnées ligne/colonne/X/Y/Z, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00131,V05,DCIM,Audit,N2,"Le domaine Coordonnées ligne/colonne/X/Y/Z doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00132,V05,DCIM,Performance,N2,Le domaine Coordonnées ligne/colonne/X/Y/Z doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00133,V05,DCIM,Fonctionnelle,N1,"Le périmètre Racks du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Racks fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Racks, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00134,V05,DCIM,Audit,N2,"Le domaine Racks doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00135,V05,DCIM,Performance,N2,Le domaine Racks doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00136,V05,DCIM,Fonctionnelle,N1,"Le périmètre Patch panels du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Patch panels fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Patch panels, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00137,V05,DCIM,Audit,N2,"Le domaine Patch panels doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00138,V05,DCIM,Performance,N2,Le domaine Patch panels doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00139,V05,DCIM,Fonctionnelle,N1,"Le périmètre PDU du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine PDU fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion PDU, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00140,V05,DCIM,Audit,N2,"Le domaine PDU doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00141,V05,DCIM,Performance,N2,Le domaine PDU doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00142,V05,DCIM,Fonctionnelle,N1,"Le périmètre Énergie du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Énergie fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Énergie, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00143,V05,DCIM,Audit,N2,"Le domaine Énergie doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00144,V05,DCIM,Performance,N2,Le domaine Énergie doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00145,V05,DCIM,Fonctionnelle,N1,"Le périmètre Refroidissement du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Refroidissement fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Refroidissement, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00146,V05,DCIM,Audit,N2,"Le domaine Refroidissement doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00147,V05,DCIM,Performance,N2,Le domaine Refroidissement doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00148,V05,DCIM,Fonctionnelle,N1,"Le périmètre Capacité du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Capacité fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Capacité, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00149,V05,DCIM,Audit,N2,"Le domaine Capacité doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00150,V05,DCIM,Performance,N2,Le domaine Capacité doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00151,V05,DCIM,Fonctionnelle,N1,"Le périmètre Jumeau numérique du volume DCIM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Jumeau numérique fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Jumeau numérique, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00152,V05,DCIM,Audit,N2,"Le domaine Jumeau numérique doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00153,V05,DCIM,Performance,N2,Le domaine Jumeau numérique doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00154,V06,DEP,Fonctionnelle,N2,"Le périmètre Applications du volume Cartographie & Dépendances doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Applications fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Applications, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00155,V06,DEP,Audit,N2,"Le domaine Applications doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00156,V06,DEP,Performance,N2,Le domaine Applications doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00157,V06,DEP,Fonctionnelle,N2,"Le périmètre Services du volume Cartographie & Dépendances doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Services fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Services, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00158,V06,DEP,Audit,N2,"Le domaine Services doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00159,V06,DEP,Performance,N2,Le domaine Services doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00160,V06,DEP,Fonctionnelle,N2,"Le périmètre Flux du volume Cartographie & Dépendances doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Flux fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Flux, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00161,V06,DEP,Audit,N2,"Le domaine Flux doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00162,V06,DEP,Performance,N2,Le domaine Flux doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00163,V06,DEP,Fonctionnelle,N2,"Le périmètre Graphes du volume Cartographie & Dépendances doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Graphes fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Graphes, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00164,V06,DEP,Audit,N2,"Le domaine Graphes doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00165,V06,DEP,Performance,N2,Le domaine Graphes doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00166,V06,DEP,Fonctionnelle,N2,"Le périmètre Analyse d’impact du volume Cartographie & Dépendances doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Analyse d’impact fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Analyse d’impact, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00167,V06,DEP,Audit,N2,"Le domaine Analyse d’impact doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00168,V06,DEP,Performance,N2,Le domaine Analyse d’impact doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00169,V06,DEP,Fonctionnelle,N2,"Le périmètre SPOF du volume Cartographie & Dépendances doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine SPOF fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion SPOF, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00170,V06,DEP,Audit,N2,"Le domaine SPOF doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00171,V06,DEP,Performance,N2,Le domaine SPOF doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00172,V06,DEP,Fonctionnelle,N2,"Le périmètre Visualisations interactives du volume Cartographie & Dépendances doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Visualisations interactives fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Visualisations interactives, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00173,V06,DEP,Audit,N2,"Le domaine Visualisations interactives doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00174,V06,DEP,Performance,N2,Le domaine Visualisations interactives doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00175,V07,ITAM,Fonctionnelle,N2,"Le périmètre Actifs du volume ITAM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Actifs fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Actifs, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00176,V07,ITAM,Audit,N2,"Le domaine Actifs doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00177,V07,ITAM,Performance,N1,Le domaine Actifs doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00178,V07,ITAM,Fonctionnelle,N2,"Le périmètre Logiciels du volume ITAM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Logiciels fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Logiciels, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00179,V07,ITAM,Audit,N2,"Le domaine Logiciels doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00180,V07,ITAM,Performance,N1,Le domaine Logiciels doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00181,V07,ITAM,Fonctionnelle,N2,"Le périmètre Licences du volume ITAM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Licences fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Licences, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00182,V07,ITAM,Audit,N2,"Le domaine Licences doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00183,V07,ITAM,Performance,N1,Le domaine Licences doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00184,V07,ITAM,Fonctionnelle,N2,"Le périmètre Garanties du volume ITAM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Garanties fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Garanties, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00185,V07,ITAM,Audit,N2,"Le domaine Garanties doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00186,V07,ITAM,Performance,N1,Le domaine Garanties doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00187,V07,ITAM,Fonctionnelle,N2,"Le périmètre Contrats du volume ITAM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Contrats fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Contrats, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00188,V07,ITAM,Audit,N2,"Le domaine Contrats doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00189,V07,ITAM,Performance,N1,Le domaine Contrats doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00190,V07,ITAM,Fonctionnelle,N2,"Le périmètre Dépréciation du volume ITAM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Dépréciation fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Dépréciation, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00191,V07,ITAM,Audit,N2,"Le domaine Dépréciation doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00192,V07,ITAM,Performance,N1,Le domaine Dépréciation doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00193,V07,ITAM,Fonctionnelle,N2,"Le périmètre Coûts du volume ITAM doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Coûts fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Coûts, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00194,V07,ITAM,Audit,N2,"Le domaine Coûts doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00195,V07,ITAM,Performance,N1,Le domaine Coûts doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00196,V08,SEC,Sécurité,N1,"Le périmètre RBAC/ABAC du volume Sécurité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine RBAC/ABAC fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion RBAC/ABAC, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00197,V08,SEC,Audit,N1,"Le domaine RBAC/ABAC doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00198,V08,SEC,Performance,N2,Le domaine RBAC/ABAC doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00199,V08,SEC,Sécurité,N1,"Le périmètre Multi-tenant du volume Sécurité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Multi-tenant fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Multi-tenant, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00200,V08,SEC,Audit,N1,"Le domaine Multi-tenant doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00201,V08,SEC,Performance,N2,Le domaine Multi-tenant doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00202,V08,SEC,Sécurité,N1,"Le périmètre SSO du volume Sécurité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine SSO fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion SSO, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00203,V08,SEC,Audit,N1,"Le domaine SSO doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00204,V08,SEC,Performance,N2,Le domaine SSO doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00205,V08,SEC,Sécurité,N1,"Le périmètre MFA du volume Sécurité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine MFA fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion MFA, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
REQ-00206,V08,SEC,Audit,N1,"Le domaine MFA doit produire des événements d’audit structurés, corrélables et exploitables par l’observabilité.",L’exploitation entreprise exige traçabilité et diagnostic fiable.,Test audit et test de corrélation trace/log/event.,"Chaque opération critique génère un événement avec acteur, tenant, ressource, action, résultat et corrélation."
REQ-00207,V08,SEC,Performance,N2,Le domaine MFA doit supporter l’import/export asynchrone lorsque le volume dépasse les seuils configurés.,Les opérations longues ne doivent pas bloquer les APIs interactives.,"Test import/export, test file de messages et test reprise.","Le job est découpé en lots, relançable, journalisé et consultable par API."
REQ-00208,V08,SEC,Sécurité,N1,"Le périmètre Vault du volume Sécurité doit être implémenté par une capacité documentée, exposée par API lorsque pertinent, sécurisée par RBAC et testée.",Le domaine Vault fait partie du périmètre entreprise attendu pour OpenInfra.,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité.","Le dossier contient les règles de gestion Vault, les critères d’acceptation et au moins un cas d’usage nominal et un cas d’erreur."
