requirement_id,requirement_priority,domain,use_case_id,test_id,verification
REQ-00261,N2,OPS,UC-0006,TST-FUNC-0001,"Test import/export, test file de messages et test reprise."
REQ-00262,N1,OPS,UC-0006,TST-FUNC-0002,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00263,N2,OPS,UC-0006,TST-FUNC-0003,Test audit et test de corrélation trace/log/event.
REQ-00264,N2,OPS,UC-0006,TST-FUNC-0004,"Test import/export, test file de messages et test reprise."
REQ-00265,N1,OPS,UC-0006,TST-FUNC-0005,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00266,N2,OPS,UC-0006,TST-FUNC-0006,Test audit et test de corrélation trace/log/event.
REQ-00267,N2,OPS,UC-0006,TST-FUNC-0007,"Test import/export, test file de messages et test reprise."
REQ-00268,N1,OPS,UC-0006,TST-FUNC-0008,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00269,N2,OPS,UC-0006,TST-FUNC-0009,Test audit et test de corrélation trace/log/event.
REQ-00270,N2,OPS,UC-0006,TST-FUNC-0010,"Test import/export, test file de messages et test reprise."
REQ-00271,N1,OPS,UC-0006,TST-FUNC-0001,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00272,N2,OPS,UC-0006,TST-FUNC-0002,Test audit et test de corrélation trace/log/event.
REQ-00273,N2,OPS,UC-0006,TST-FUNC-0003,"Test import/export, test file de messages et test reprise."
REQ-00274,N1,QA,UC-0003,TST-FUNC-0004,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00275,N2,QA,UC-0003,TST-FUNC-0005,Test audit et test de corrélation trace/log/event.
REQ-00276,N1,QA,UC-0003,TST-FUNC-0006,"Test import/export, test file de messages et test reprise."
REQ-00277,N1,QA,UC-0003,TST-FUNC-0007,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00278,N2,QA,UC-0003,TST-FUNC-0008,Test audit et test de corrélation trace/log/event.
REQ-00279,N1,QA,UC-0003,TST-FUNC-0009,"Test import/export, test file de messages et test reprise."
REQ-00280,N1,QA,UC-0003,TST-FUNC-0010,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00281,N2,QA,UC-0003,TST-FUNC-0001,Test audit et test de corrélation trace/log/event.
REQ-00282,N1,QA,UC-0003,TST-FUNC-0002,"Test import/export, test file de messages et test reprise."
REQ-00283,N1,QA,UC-0003,TST-FUNC-0003,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00284,N2,QA,UC-0003,TST-FUNC-0004,Test audit et test de corrélation trace/log/event.
REQ-00285,N1,QA,UC-0003,TST-FUNC-0005,"Test import/export, test file de messages et test reprise."
REQ-00286,N1,QA,UC-0003,TST-FUNC-0006,"Revue documentaire, test API/UI, test d’intégration et matrice de conformité."
REQ-00287,N2,QA,UC-0003,TST-FUNC-0007,Test audit et test de corrélation trace/log/event.
REQ-00288,N1,QA,UC-0003,TST-FUNC-0008,"Test import/export, test file de messages et test reprise."
REQ-00289,N1,DATA,UC-0002,TST-FUNC-0009,Contrôle manifeste de déploiement.
REQ-00290,N1,DATA,UC-0002,TST-FUNC-0010,Test d’intégration cluster.
REQ-00291,N1,DATA,UC-0002,TST-FUNC-0001,Test charge connexions.
REQ-00292,N1,DATA,UC-0002,TST-FUNC-0002,Test restauration.
REQ-00293,N1,DATA,UC-0002,TST-FUNC-0003,Contrôle DDL automatique.
REQ-00294,N1,DATA,UC-0002,TST-FUNC-0004,Test archivage/purge.
REQ-00295,N1,DATA,UC-0002,TST-FUNC-0005,Pipeline performance.
REQ-00296,N1,DATA,UC-0002,TST-FUNC-0006,Contrôle métriques.
REQ-00297,N1,DATA,UC-0002,TST-FUNC-0007,Test migration forward/rollback.
REQ-00298,N1,DATA,UC-0002,TST-FUNC-0008,Revue architecture reporting.
REQ-00299,N1,API,UC-0002,TST-FUNC-0009,Benchmark API.
REQ-00300,N1,API,UC-0002,TST-FUNC-0010,Benchmark API.
REQ-00301,N1,IPAM,UC-0002,TST-FUNC-0001,Benchmark IPAM.
REQ-00302,N1,SOT,UC-0001,TST-FUNC-0002,Benchmark SOT.
REQ-00303,N1,API,UC-0002,TST-FUNC-0003,Benchmark API.
REQ-00304,N1,DATA,UC-0002,TST-FUNC-0004,Benchmark batch.
REQ-00305,N1,API,UC-0002,TST-FUNC-0005,Test charge.
REQ-00306,N1,OPS,UC-0006,TST-FUNC-0006,Test charge distribué.
REQ-00307,N1,DISC,UC-0004,TST-FUNC-0007,Test charge mixte.
REQ-00308,N1,IPAM,UC-0002,TST-FUNC-0008,Test de concurrence.
REQ-00309,N1,GOV,UC-0011,TST-REQ-0309,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00310,N1,GOV,UC-0011,TST-REQ-0310,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00311,N1,GOV,UC-0011,TST-REQ-0311,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00312,N1,GOV,UC-0011,TST-REQ-0312,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00313,N1,GOV,UC-0011,TST-REQ-0313,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00314,N1,GOV,UC-0011,TST-REQ-0314,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00315,N2,GOV,UC-0011,TST-REQ-0315,Test observabilité et contrôle dashboards.
REQ-00316,N1,GOV,UC-0011,TST-REQ-0316,Tests API contractuels et tests de charge.
REQ-00317,N1,GOV,UC-0011,TST-REQ-0317,Tests audit et relecture historique.
REQ-00318,N2,GOV,UC-0011,TST-REQ-0318,Test event bus et test cohérence inter-domaines.
REQ-00319,N1,GOV,UC-0011,TST-REQ-0319,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00320,N2,GOV,UC-0011,TST-REQ-0320,Tests fonctionnels et revue documentaire.
REQ-00321,N1,GOV,UC-0011,TST-REQ-0321,Tests règles qualité et tests exceptions.
REQ-00322,N2,GOV,UC-0011,TST-REQ-0322,Revue runbooks et test restauration ciblée.
REQ-00323,N1,GOV,UC-0011,TST-REQ-0323,Contrôle matrice de traçabilité.
REQ-00324,N1,DQ,UC-0012,TST-REQ-0324,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00325,N1,DQ,UC-0012,TST-REQ-0325,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00326,N1,DQ,UC-0012,TST-REQ-0326,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00327,N1,DQ,UC-0012,TST-REQ-0327,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00328,N1,DQ,UC-0012,TST-REQ-0328,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00329,N1,DQ,UC-0012,TST-REQ-0329,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00330,N2,DQ,UC-0012,TST-REQ-0330,Test observabilité et contrôle dashboards.
REQ-00331,N1,DQ,UC-0012,TST-REQ-0331,Tests API contractuels et tests de charge.
REQ-00332,N1,DQ,UC-0012,TST-REQ-0332,Tests audit et relecture historique.
REQ-00333,N2,DQ,UC-0012,TST-REQ-0333,Test event bus et test cohérence inter-domaines.
REQ-00334,N1,DQ,UC-0012,TST-REQ-0334,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00335,N2,DQ,UC-0012,TST-REQ-0335,Tests fonctionnels et revue documentaire.
REQ-00336,N1,DQ,UC-0012,TST-REQ-0336,Tests règles qualité et tests exceptions.
REQ-00337,N2,DQ,UC-0012,TST-REQ-0337,Revue runbooks et test restauration ciblée.
REQ-00338,N1,DQ,UC-0012,TST-REQ-0338,Contrôle matrice de traçabilité.
REQ-00339,N1,FLOW,UC-0013,TST-REQ-0339,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00340,N1,FLOW,UC-0013,TST-REQ-0340,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00341,N1,FLOW,UC-0013,TST-REQ-0341,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00342,N1,FLOW,UC-0013,TST-REQ-0342,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00343,N1,FLOW,UC-0013,TST-REQ-0343,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00344,N1,FLOW,UC-0013,TST-REQ-0344,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00345,N2,FLOW,UC-0013,TST-REQ-0345,Test observabilité et contrôle dashboards.
REQ-00346,N1,FLOW,UC-0013,TST-REQ-0346,Tests API contractuels et tests de charge.
REQ-00347,N1,FLOW,UC-0013,TST-REQ-0347,Tests audit et relecture historique.
REQ-00348,N2,FLOW,UC-0013,TST-REQ-0348,Test event bus et test cohérence inter-domaines.
REQ-00349,N1,FLOW,UC-0013,TST-REQ-0349,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00350,N2,FLOW,UC-0013,TST-REQ-0350,Tests fonctionnels et revue documentaire.
REQ-00351,N1,FLOW,UC-0013,TST-REQ-0351,Tests règles qualité et tests exceptions.
REQ-00352,N2,FLOW,UC-0013,TST-REQ-0352,Revue runbooks et test restauration ciblée.
REQ-00353,N1,FLOW,UC-0013,TST-REQ-0353,Contrôle matrice de traçabilité.
REQ-00354,N1,CERT,UC-0014,TST-REQ-0354,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00355,N1,CERT,UC-0014,TST-REQ-0355,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00356,N1,CERT,UC-0014,TST-REQ-0356,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00357,N1,CERT,UC-0014,TST-REQ-0357,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00358,N1,CERT,UC-0014,TST-REQ-0358,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00359,N1,CERT,UC-0014,TST-REQ-0359,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00360,N2,CERT,UC-0014,TST-REQ-0360,Test observabilité et contrôle dashboards.
REQ-00361,N1,CERT,UC-0014,TST-REQ-0361,Tests API contractuels et tests de charge.
REQ-00362,N1,CERT,UC-0014,TST-REQ-0362,Tests audit et relecture historique.
REQ-00363,N2,CERT,UC-0014,TST-REQ-0363,Test event bus et test cohérence inter-domaines.
REQ-00364,N1,CERT,UC-0014,TST-REQ-0364,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00365,N2,CERT,UC-0014,TST-REQ-0365,Tests fonctionnels et revue documentaire.
REQ-00366,N1,CERT,UC-0014,TST-REQ-0366,Tests règles qualité et tests exceptions.
REQ-00367,N2,CERT,UC-0014,TST-REQ-0367,Revue runbooks et test restauration ciblée.
REQ-00368,N1,CERT,UC-0014,TST-REQ-0368,Contrôle matrice de traçabilité.
REQ-00369,N1,NCFG,UC-0015,TST-REQ-0369,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00370,N1,NCFG,UC-0015,TST-REQ-0370,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00371,N1,NCFG,UC-0015,TST-REQ-0371,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00372,N1,NCFG,UC-0015,TST-REQ-0372,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00373,N1,NCFG,UC-0015,TST-REQ-0373,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00374,N1,NCFG,UC-0015,TST-REQ-0374,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00375,N2,NCFG,UC-0015,TST-REQ-0375,Test observabilité et contrôle dashboards.
REQ-00376,N1,NCFG,UC-0015,TST-REQ-0376,Tests API contractuels et tests de charge.
REQ-00377,N1,NCFG,UC-0015,TST-REQ-0377,Tests audit et relecture historique.
REQ-00378,N2,NCFG,UC-0015,TST-REQ-0378,Test event bus et test cohérence inter-domaines.
REQ-00379,N1,NCFG,UC-0015,TST-REQ-0379,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00380,N2,NCFG,UC-0015,TST-REQ-0380,Tests fonctionnels et revue documentaire.
REQ-00381,N1,NCFG,UC-0015,TST-REQ-0381,Tests règles qualité et tests exceptions.
REQ-00382,N2,NCFG,UC-0015,TST-REQ-0382,Revue runbooks et test restauration ciblée.
REQ-00383,N1,NCFG,UC-0015,TST-REQ-0383,Contrôle matrice de traçabilité.
REQ-00384,N1,FINOPS,UC-0016,TST-REQ-0384,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00385,N1,FINOPS,UC-0016,TST-REQ-0385,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00386,N1,FINOPS,UC-0016,TST-REQ-0386,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00387,N1,FINOPS,UC-0016,TST-REQ-0387,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00388,N1,FINOPS,UC-0016,TST-REQ-0388,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00389,N1,FINOPS,UC-0016,TST-REQ-0389,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00390,N2,FINOPS,UC-0016,TST-REQ-0390,Test observabilité et contrôle dashboards.
REQ-00391,N1,FINOPS,UC-0016,TST-REQ-0391,Tests API contractuels et tests de charge.
REQ-00392,N1,FINOPS,UC-0016,TST-REQ-0392,Tests audit et relecture historique.
REQ-00393,N2,FINOPS,UC-0016,TST-REQ-0393,Test event bus et test cohérence inter-domaines.
REQ-00394,N1,FINOPS,UC-0016,TST-REQ-0394,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00395,N2,FINOPS,UC-0016,TST-REQ-0395,Tests fonctionnels et revue documentaire.
REQ-00396,N1,FINOPS,UC-0016,TST-REQ-0396,Tests règles qualité et tests exceptions.
REQ-00397,N2,FINOPS,UC-0016,TST-REQ-0397,Revue runbooks et test restauration ciblée.
REQ-00398,N1,FINOPS,UC-0016,TST-REQ-0398,Contrôle matrice de traçabilité.
REQ-00399,N1,FIELD,UC-0017,TST-REQ-0399,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00400,N1,FIELD,UC-0017,TST-REQ-0400,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00401,N1,FIELD,UC-0017,TST-REQ-0401,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00402,N1,FIELD,UC-0017,TST-REQ-0402,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00403,N1,FIELD,UC-0017,TST-REQ-0403,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00404,N1,FIELD,UC-0017,TST-REQ-0404,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00405,N2,FIELD,UC-0017,TST-REQ-0405,Test observabilité et contrôle dashboards.
REQ-00406,N1,FIELD,UC-0017,TST-REQ-0406,Tests API contractuels et tests de charge.
REQ-00407,N1,FIELD,UC-0017,TST-REQ-0407,Tests audit et relecture historique.
REQ-00408,N2,FIELD,UC-0017,TST-REQ-0408,Test event bus et test cohérence inter-domaines.
REQ-00409,N1,FIELD,UC-0017,TST-REQ-0409,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00410,N2,FIELD,UC-0017,TST-REQ-0410,Tests fonctionnels et revue documentaire.
REQ-00411,N1,FIELD,UC-0017,TST-REQ-0411,Tests règles qualité et tests exceptions.
REQ-00412,N2,FIELD,UC-0017,TST-REQ-0412,Revue runbooks et test restauration ciblée.
REQ-00413,N1,FIELD,UC-0017,TST-REQ-0413,Contrôle matrice de traçabilité.
REQ-00414,N1,SIM,UC-0018,TST-REQ-0414,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00415,N1,SIM,UC-0018,TST-REQ-0415,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00416,N1,SIM,UC-0018,TST-REQ-0416,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00417,N1,SIM,UC-0018,TST-REQ-0417,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00418,N1,SIM,UC-0018,TST-REQ-0418,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00419,N1,SIM,UC-0018,TST-REQ-0419,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00420,N2,SIM,UC-0018,TST-REQ-0420,Test observabilité et contrôle dashboards.
REQ-00421,N1,SIM,UC-0018,TST-REQ-0421,Tests API contractuels et tests de charge.
REQ-00422,N1,SIM,UC-0018,TST-REQ-0422,Tests audit et relecture historique.
REQ-00423,N2,SIM,UC-0018,TST-REQ-0423,Test event bus et test cohérence inter-domaines.
REQ-00424,N1,SIM,UC-0018,TST-REQ-0424,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00425,N2,SIM,UC-0018,TST-REQ-0425,Tests fonctionnels et revue documentaire.
REQ-00426,N1,SIM,UC-0018,TST-REQ-0426,Tests règles qualité et tests exceptions.
REQ-00427,N2,SIM,UC-0018,TST-REQ-0427,Revue runbooks et test restauration ciblée.
REQ-00428,N1,SIM,UC-0018,TST-REQ-0428,Contrôle matrice de traçabilité.
REQ-00429,N1,GREEN,UC-0019,TST-REQ-0429,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00430,N1,GREEN,UC-0019,TST-REQ-0430,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00431,N1,GREEN,UC-0019,TST-REQ-0431,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00432,N1,GREEN,UC-0019,TST-REQ-0432,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00433,N1,GREEN,UC-0019,TST-REQ-0433,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00434,N1,GREEN,UC-0019,TST-REQ-0434,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00435,N2,GREEN,UC-0019,TST-REQ-0435,Test observabilité et contrôle dashboards.
REQ-00436,N1,GREEN,UC-0019,TST-REQ-0436,Tests API contractuels et tests de charge.
REQ-00437,N1,GREEN,UC-0019,TST-REQ-0437,Tests audit et relecture historique.
REQ-00438,N2,GREEN,UC-0019,TST-REQ-0438,Test event bus et test cohérence inter-domaines.
REQ-00439,N1,GREEN,UC-0019,TST-REQ-0439,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00440,N2,GREEN,UC-0019,TST-REQ-0440,Tests fonctionnels et revue documentaire.
REQ-00441,N1,GREEN,UC-0019,TST-REQ-0441,Tests règles qualité et tests exceptions.
REQ-00442,N2,GREEN,UC-0019,TST-REQ-0442,Revue runbooks et test restauration ciblée.
REQ-00443,N1,GREEN,UC-0019,TST-REQ-0443,Contrôle matrice de traçabilité.
REQ-00444,N1,SBOM,UC-0020,TST-REQ-0444,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00445,N1,SBOM,UC-0020,TST-REQ-0445,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00446,N1,SBOM,UC-0020,TST-REQ-0446,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00447,N1,SBOM,UC-0020,TST-REQ-0447,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00448,N1,SBOM,UC-0020,TST-REQ-0448,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00449,N1,SBOM,UC-0020,TST-REQ-0449,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00450,N2,SBOM,UC-0020,TST-REQ-0450,Test observabilité et contrôle dashboards.
REQ-00451,N1,SBOM,UC-0020,TST-REQ-0451,Tests API contractuels et tests de charge.
REQ-00452,N1,SBOM,UC-0020,TST-REQ-0452,Tests audit et relecture historique.
REQ-00453,N2,SBOM,UC-0020,TST-REQ-0453,Test event bus et test cohérence inter-domaines.
REQ-00454,N1,SBOM,UC-0020,TST-REQ-0454,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00455,N2,SBOM,UC-0020,TST-REQ-0455,Tests fonctionnels et revue documentaire.
REQ-00456,N1,SBOM,UC-0020,TST-REQ-0456,Tests règles qualité et tests exceptions.
REQ-00457,N2,SBOM,UC-0020,TST-REQ-0457,Revue runbooks et test restauration ciblée.
REQ-00458,N1,SBOM,UC-0020,TST-REQ-0458,Contrôle matrice de traçabilité.
REQ-00459,N1,K8S,UC-0021,TST-REQ-0459,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00460,N1,K8S,UC-0021,TST-REQ-0460,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00461,N1,K8S,UC-0021,TST-REQ-0461,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00462,N1,K8S,UC-0021,TST-REQ-0462,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00463,N1,K8S,UC-0021,TST-REQ-0463,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00464,N1,K8S,UC-0021,TST-REQ-0464,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00465,N2,K8S,UC-0021,TST-REQ-0465,Test observabilité et contrôle dashboards.
REQ-00466,N1,K8S,UC-0021,TST-REQ-0466,Tests API contractuels et tests de charge.
REQ-00467,N1,K8S,UC-0021,TST-REQ-0467,Tests audit et relecture historique.
REQ-00468,N2,K8S,UC-0021,TST-REQ-0468,Test event bus et test cohérence inter-domaines.
REQ-00469,N1,K8S,UC-0021,TST-REQ-0469,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00470,N2,K8S,UC-0021,TST-REQ-0470,Tests fonctionnels et revue documentaire.
REQ-00471,N1,K8S,UC-0021,TST-REQ-0471,Tests règles qualité et tests exceptions.
REQ-00472,N2,K8S,UC-0021,TST-REQ-0472,Revue runbooks et test restauration ciblée.
REQ-00473,N1,K8S,UC-0021,TST-REQ-0473,Contrôle matrice de traçabilité.
REQ-00474,N1,POLICY,UC-0022,TST-REQ-0474,"Test fonctionnel bout-en-bout, revue API/UI et vérification audit."
REQ-00475,N1,POLICY,UC-0022,TST-REQ-0475,Revue fonctionnelle et tests négatifs sur les workflows.
REQ-00476,N1,POLICY,UC-0022,TST-REQ-0476,"Revue dictionnaire, tests migrations et tests contraintes."
REQ-00477,N1,POLICY,UC-0022,TST-REQ-0477,"Analyse DDL, tests EXPLAIN, benchmark API."
REQ-00478,N1,POLICY,UC-0022,TST-REQ-0478,"Tests RBAC/ABAC, tests audit et tests sécurité."
REQ-00479,N1,POLICY,UC-0022,TST-REQ-0479,"Tests worker, crash recovery, dead-letter queue et reprise."
REQ-00480,N2,POLICY,UC-0022,TST-REQ-0480,Test observabilité et contrôle dashboards.
REQ-00481,N1,POLICY,UC-0022,TST-REQ-0481,Tests API contractuels et tests de charge.
REQ-00482,N1,POLICY,UC-0022,TST-REQ-0482,Tests audit et relecture historique.
REQ-00483,N2,POLICY,UC-0022,TST-REQ-0483,Test event bus et test cohérence inter-domaines.
REQ-00484,N1,POLICY,UC-0022,TST-REQ-0484,Scénarios nominaux API/UI et tests fonctionnels.
REQ-00485,N2,POLICY,UC-0022,TST-REQ-0485,Tests fonctionnels et revue documentaire.
REQ-00486,N1,POLICY,UC-0022,TST-REQ-0486,Tests règles qualité et tests exceptions.
REQ-00487,N2,POLICY,UC-0022,TST-REQ-0487,Revue runbooks et test restauration ciblée.
REQ-00488,N1,POLICY,UC-0022,TST-REQ-0488,Contrôle matrice de traçabilité.
